LR No,Date,To Customer,From Place,To Place,Quantity,Amount,Payment Method,Accounted Date
1446,13-11-2025,M.S THAJUDON,WALLTAX,MADIKARI,1,220.0,1,
1447,13-11-2025,BLUE LIGHTS,WALLTAX,EDAPPAL,1,400.0,1,
1448,13-11-2025,BRYTLYIB,WALLTAX,THAMARASERRY,5,1250.0,1,
1449,13-11-2025,RECATIVE AGENCY,WALLTAX,TIRUR,3,900.0,1,
1445,13-11-2025,RAJDEEP SPICES,WALLTAX,MYSORE,1,300.0,1,
263409,14-11-2025,BALAMURUGAN,TIRUPUR,CHENNAI,4,1280.0,1,
263410,14-11-2025,V K M,TIRUPUR,CHENNAI,2,640.0,1,
263667,14-11-2025,NAGARAJ,TIRUPUR,CHENNAI,1,150.0,1,
264115,14-11-2025,MAHAVEERA TRADING,TIRUPUR,CHENNAI,5,750.0,1,
264231,14-11-2025,EASAN APPARELS,TIRUPUR,CHENNAI,3,750.0,1,
264298,14-11-2025,PREFERED,TIRUPUR,CHENNAI,6,1320.0,1,
9458,14-11-2025,BALAMURUGAN,TIRUPUR,CHENNAI,5,1600.0,1,
9467,14-11-2025,MAHAVIR POLY,TIRUPUR,CHENNAI,2,300.0,1,
9470,14-11-2025,LAKSHMI GANESHA,TIRUPUR,CHENNAI,1,110.0,1,
9471,14-11-2025,BIGFI PRINT,TIRUPUR,CHENNAI,1,110.0,1,
9472,14-11-2025,JB FASHION,TIRUPUR,CHENNAI,1,50.0,1,
264553,14-11-2025,KANNIAPPAN,TIRUPUR,CHENNAI,3,420.0,1,
9464,14-11-2025,SRI STI GARMENTS,TIRUPUR,CHENNAI,1,100.0,2,
263718,14-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,1,100.0,3,
264318,14-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,4,640.0,3,
1103,14-11-2025,RAJADHANI,COIMBATORE,CHENNAI,5,1000.0,2,
9460,14-11-2025,MOHAMED NAZIM,COIMBATORE,CHENNAI,1,150.0,1,
263978,14-11-2025,KALIRAJ,COIMBATORE,CHENNAI,3,600.0,2,
0438,14-11-2025,SIRAJ THREADS,COIMBATORE,CHENNAI,15,1800.0,1,
263622,14-11-2025,BLACK KING,COIMBATORE,CHENNAI,5,460.0,1,
263686,14-11-2025,GRIPTOL LUBES,COIMBATORE,CHENNAI,2,2000.0,1,
360,14-11-2025,ARK BHARATHRAJ,COIMBATORE,CHENNAI,10,12500.0,3,
363,14-11-2025,SELF,COIMBATORE,CHENNAI,13,4000.0,2,
10613,14-11-2025,RAAJGURU FITNESS,COIMBATORE,CHENNAI,1,400.0,2,
1557,14-11-2025,PATEL SANITARY,COIMBATORE,CHENNAI,5,1000.0,1,
264001,14-11-2025,TARQI TRADING,COIMBATORE,CHENNAI,26,6500.0,2,
263754,14-11-2025,CNH MOULDS,COIMBATORE,CHENNAI,1,200.0,2,
263575,14-11-2025,JR,COIMBATORE,CHENNAI,7,1650.0,1,
263615,14-11-2025,SARAVANA SELVARATHNAM,COIMBATORE,CHENNAI,5,750.0,2,
263937,14-11-2025,SHREE RATHNA,COIMBATORE,CHENNAI,7,2100.0,2,
8918,14-11-2025,CNH MOULDS,COIMBATORE,CHENNAI,1,300.0,1,
10304,14-11-2025,FASHION BHIM,COIMBATORE,CHENNAI,2,700.0,1,
10306,14-11-2025,MAGILON SPORTS,COIMBATORE,CHENNAI,2,700.0,1,
1450,14-11-2025,LAMINAR LAMINA,WALLTAX,MUVATUPUZHA,40,12000.0,1,
1451,14-11-2025,EMPORE ELANZA,WALLTAX,KOTTAYAM,1,400.0,1,
1452,14-11-2025,KATTUNGAL METALS,WALLTAX,ALAPUZHA,4,2000.0,1,
1453,14-11-2025,GOODYS ENTERPRISES,WALLTAX,CALICUT,1,250.0,1,
1454,14-11-2025,KATTUNGAL METALS,WALLTAX,ALAPUZHA,3,1800.0,1,
1455,14-11-2025,SUSI GARMENTS,WALLTAX,COIMBATORE,3,450.0,1,
1456,14-11-2025,GANAPATHY,WALLTAX,TRIVANDRUM,1,350.0,1,
1457,14-11-2025,BOSCO INTERNATIONAL,WALLTAX,EDAPPAL,2,400.0,1,
1458,14-11-2025,GOLDEN THREAD,WALLTAX,TRIVANDRUM,1,400.0,1,
1459,14-11-2025,QUILL FORM,WALLTAX,TIRUPUR,2,400.0,1,
1460,14-11-2025,CASH,WALLTAX,PUNNALUR,1,250.0,1,
1461,14-11-2025,PRIME STEEL,WALLTAX,ALAPUZHA,1,500.0,1,
1462,14-11-2025,RAJA RANI,WALLTAX,TIRUR,2,700.0,1,
1463,14-11-2025,MANGALORE,WALLTAX,MANGALORE,1,500.0,1,
1464,14-11-2025,UNIQUE SALES,WALLTAX,KANHANGAD,1,250.0,1,
1465,14-11-2025,RAVI KUMAR,WALLTAX,KOYILANDY,3,700.0,1,
1466,14-11-2025,BABY VARIETIES,WALLTAX,THODUPUZHA,1,250.0,1,
1467,14-11-2025,RUN SPORTS,WALLTAX,MUVATUPUZHA,2,700.0,1,
1468,14-11-2025,MS DESIGN,WALLTAX,KOYILANDY,4,1000.0,1,
1469,14-11-2025,UNITY TRADER,WALLTAX,MANNARKAD,1,400.0,1,
1470,14-11-2025,HI FASHION,WALLTAX,EDAPPAL,2,500.0,1,
1471,14-11-2025,DENWUD EXIM,WALLTAX,PERUMBAVOOR,1,300.0,1,
1472,14-11-2025,FAIRFIX LABLES,WALLTAX,TIRUPUR,1,150.0,1,
1473,14-11-2025,SHREE RAJESHWAR,WALLTAX,CALICUT,1,400.0,1,
1474,14-11-2025,KRG & CO,WALLTAX,TIRUPUR,1,200.0,1,
1475,14-11-2025,AQUA TERRA,WALLTAX,TIRUPUR,1,200.0,1,
1476,14-11-2025,NEW ROYAL,WALLTAX,KONDOTTY,1,300.0,1,
1477,14-11-2025,A.K STORES,WALLTAX,TRIVANDRUM,2,800.0,1,
1478,14-11-2025,ACB CHEMICALS,WALLTAX,THAMARASERRY,3,750.0,2,
1479,14-11-2025,ROYAL BANNIENS,WALLTAX,ALAPUZHA,1,500.0,1,
1480,14-11-2025,PS TRADERS,WALLTAX,MANGALORE,3,900.0,1,
1481,14-11-2025,TAILORS MART,WALLTAX,ALUVA,3,750.0,1,
1482,15-11-2025,MAHALAXMI,WALLTAX,MANGALORE,8,2300.0,1,
1483,15-11-2025,MECHANICAL,WALLTAX,ALAPUZHA,1,400.0,1,
1485,15-11-2025,ROOTS,WALLTAX,THRISSUR,1,450.0,1,
1486,15-11-2025,PS TOYS,WALLTAX,TALIPARAMBA,4,2000.0,1,
1487,15-11-2025,THE TAMARA,WALLTAX,ALAPUZHA,3,750.0,1,
1488,15-11-2025,SIVA ELECTRICALS,WALLTAX,TIRUPUR,2,500.0,1,
1489,15-11-2025,DHARWISH,WALLTAX,KONDOTTY,4,1200.0,1,
1490,15-11-2025,KM ENTERPRISES,WALLTAX,KANNUR,6,1500.0,1,
1484,15-11-2025,KATTUNGAL METAL,WALLTAX,ALAPUZHA,3,1400.0,1,
1491,15-11-2025,BHAVANI SPICES,WALLTAX,MYSORE,10,3000.0,1,
1492,15-11-2025,ST ANTONY,WALLTAX,PUNALUR,1,500.0,1,
1493,15-11-2025,M/S SHREE,WALLTAX,TIRUPUR,1,200.0,1,
1494,15-11-2025,SS BEARING,WALLTAX,KANNUR,4,800.0,1,
1495,15-11-2025,YAS TRADERS,WALLTAX,TRIVANDRUM,4,1200.0,1,
1496,15-11-2025,ASHAPURA,WALLTAX,TRIVANDRUM,1,550.0,1,
1497,15-11-2025,YANTHRIK,WALLTAX,MUKKAM,1,250.0,1,
1498,15-11-2025,SHENOY,WALLTAX,KOCHIN,1,250.0,1,
1499,15-11-2025,AQUA TERRA,WALLTAX,TIRUPUR,1,120.0,1,
1500,15-11-2025,TAILORS MART,WALLTAX,ALUVA,2,800.0,1,
1501,15-11-2025,PKA TRADERS,WALLTAX,PALAKAD,2,700.0,1,
1503,15-11-2025,BLOOM LIGHT,WALLTAX,VENGARA,1,400.0,1,
1504,15-11-2025,AIRTEX ELECTRICAL,WALLTAX,TIRUPUR,2,300.0,1,
1502,17−11−2025,ROYAL STEEL,WALLTAX,TRIVANDRUM,2,900.0,1,
1505,17−11−2025,PRIME STEEL,WALLTAX,ALAPUZHA,1,450.0,1,
1506,17−11−2025,JEEVAN TRAD,WALLTAX,MANANTHAVADY,1,350.0,1,
1508,17−11−2025,JEEVAN TRAD,WALLTAX,CHERTHALA,1,350.0,1,
1509,17−11−2025,JEEVAN TRADE,WALLTAX,KARUNAGAPA,1,350.0,1,
1510,17−11−2025,JEEVAN TRADE,WALLTAX,THAMARASERY,1,350.0,1,
1511,17−11−2025,NEW RAJA,WALLTAX,PALAKAD,5,800.0,1,
1512,17−11−2025,JEEVAN TRADE,WALLTAX,KARUNAGAPALLY,3,900.0,1,
1513,17−11−2025,JEEVAN TRADE,WALLTAX,CHERTHALA,3,900.0,1,
1514,17−11−2025,N.S ENTERPRISES,WALLTAX,MYSURE,7,2100.0,1,
1515,17−11−2025,SHREE KANIYA,WALLTAX,TIRUPUR,1,200.0,1,
1516,17−11−2025,EAGLE BROOMS,WALLTAX,KANNUR,3,1650.0,1,
1517,17−11−2025,FASHION ELECTRICAL,WALLTAX,THRISSUR,2,700.0,1,
1518,17−11−2025,PRABHATH TRAD,WALLTAX,COCHIN,1,250.0,1,
266054,17−11−2025,TARQI TRADERS,COIMBATORE,CHENNAI,3,750.0,2,
266174,17−11−2025,MANI KANDAN,COIMBATORE,CHENNAI,2,450.0,1,
267066,17-11-2025,SCHOPPE,COIMBATORE,CHENNAI,6,3000.0,1,
068,17-11-2025,NUMED SYSTEMS,COIMBATORE,CHENNAI,1,220.0,1,
1976,17-11-2025,S SESHADSI,COIMBATORE,CHENNAI,1,300.0,2,
266118,17-11-2025,PROFESSIONAL CARE,COIMBATORE,CHENNAI,3,600.0,1,
266340,17-11-2025,BLACK KING,COIMBATORE,CHENNAI,35,2080.0,1,
266335,17-11-2025,BLACK KING,COIMBATORE,CHENNAI,69,4335.0,1,
069,17-11-2025,FEMING PRODUCTS,COIMBATORE,CHENNAI,1,250.0,1,
8918,17-11-2025,CNH MOULDS,COIMBATORE,CHENNAI,1,100.0,1,
1115,17-11-2025,RAYADHANI INDUSTRIAL,COIMBATORE,CHENNAI,4,800.0,2,
12691,17-11-2025,MM JUTE,COIMBATORE,CHENNAI,1,260.0,2,
267824,18-11-2025,COLOUR SPARROW,TIRUPUR,CHENNAI,1,100.0,2,
268123,18-11-2025,EMCO CLOTHE,TIRUPUR,CHENNAI,14,3500.0,1,
268340,18-11-2025,EMCO CLOTHE,TIRUPUR,CHENNAI,4,1000.0,1,
9536,18-11-2025,MAHAVIR POLY,TIRUPUR,CHENNAI,2,300.0,1,
9532,18-11-2025,SRI STI GARMENTS,TIRUPUR,CHENNAI,1,100.0,2,
267301,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,2,200.0,3,
267309,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,1,100.0,3,
267967,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,2,300.0,3,
268318,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,5,800.0,3,
268322,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,2,320.0,3,
268324,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,1,160.0,3,
268326,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,2,320.0,3,
268332,18-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,5,500.0,3,
9527,18-11-2025,RAGHUL SOLINGANOOR,COIMBATORE,CHENNAI,1,160.0,1,
267097,18-11-2025,HEMAMALINI MARKETING,COIMBATORE,CHENNAI,4,400.0,1,
267098,18-11-2025,SARASWATHI TRADERS,COIMBATORE,CHENNAI,1,100.0,1,
267376,18-11-2025,ULTIMATE TYRE,COIMBATORE,CHENNAI,33,2970.0,1,
267277,18-11-2025,MOHAMED AZAL,COIMBATORE,CHENNAI,1,1800.0,2,
268029,18-11-2025,HERA MEDPRO,COIMBATORE,CHENNAI,6,900.0,1,
267454,18-11-2025,JOSHUVA,COIMBATORE,CHENNAI,40,6400.0,1,
1138,01-11-2025,AL GHARALI,WALLTAX,KONDOTY,3,1800.0,1,
1139,01-11-2025,PARANI TEXTILE,WALLTAX,TRIVANDRUM,1,500.0,1,
1140,01-11-2025,SHEETAL FLOWER,WALLTAX,MANGALORE,4,1600.0,1,
1141,01-11-2025,VARIETY THREAD,WALLTAX,TRIVANDRUM,1,350.0,1,
1142,01-11-2025,SHAMSUDHIN,WALLTAX,VADAKARA,1,400.0,1,
1143,01-11-2025,BRIGHT POINT,WALLTAX,CALICUT,1,300.0,1,
1144,01-11-2025,TWO AR AS,WALLTAX,MUVATUPUZHA,1,250.0,1,
1145,01-11-2025,UNIQUE SALES,WALLTAX,KANHANGAD,2,550.0,1,
1146,01-11-2025,BRIDGR AND ROPE,WALLTAX,MANGALORE,12,3600.0,1,
1147,01-11-2025,T.J DISTRIBUTORS,WALLTAX,VARAPUZHA,2,760.0,1,
1148,01-11-2025,TEAM SANTRA,WALLTAX,MALAPURAM,2,500.0,1,
1149,01-11-2025,AQUA TERA,WALLTAX,TIRUPUR,4,480.0,1,
1150,01-11-2025,SAMSON THANKAR,WALLTAX,CALICUT,1,300.0,1,
1151,01-11-2025,DENWUD EXIN,WALLTAX,PERUMBAVOOR,1,300.0,1,
1152,01-11-2025,SREE RAM,WALLTAX,TIRUPUR,10,1200.0,1,
1153,01-11-2025,PRIDE FASHION,WALLTAX,THRISSUR,1,250.0,1,
1154,01-11-2025,BLUE BELL,WALLTAX,EDAPPAL,1,250.0,1,
1155,01-11-2025,CEG & COMPANY,WALLTAX,KUNNAMKULAM,13,1800.0,1,
1156,01-11-2025,GULF POINT,WALLTAX,TIRUR,4,1800.0,1,
1157,01-11-2025,TAILORS MART,WALLTAX,ALUVA,2,800.0,1,
1158,01-11-2025,THREADS,WALLTAX,THALASERRY,2,500.0,1,
1159,01-11-2025,AN ASSOCIATES,WALLTAX,PATTANAMTHITTA,1,220.0,1,
1160,01-11-2025,K.M ENTERPRISES,WALLTAX,KANNUR,1,300.0,1,
1161,01-11-2025,MASS COOL ENTER,WALLTAX,OTTAPALAM,1,300.0,1,
1162,01-11-2025,KLOTH SURPLUS,WALLTAX,KANJIRAPALLY,1,350.0,1,
1163,01-11-2025,TAILORS MART,WALLTAX,ALUVA,2,600.0,1,
1164,01-11-2025,GANI TRADING,WALLTAX,KOLLAM,5,1350.0,1,
1165,01-11-2025,UNITY TRADES,WALLTAX,MANNARKAD,1,250.0,1,
1166,01-11-2025,PKA TUBES,WALLTAX,PALAKAD,7,2450.0,1,
1167,01-11-2025,RAJDEEP SPICES,WALLTAX,MYSORE,3,900.0,1,
1168,01-11-2025,VARIETY THREAD,WALLTAX,TRIVANDRUM,2,600.0,1,
1169,03-11-2025,AYYAPPA ELECTRICAL,WALLTAX,PALAKAD,1,400.0,1,
1170,03-11-2025,COVAI SINGAPORE,WALLTAX,COIMBATORE,15,4500.0,1,
1171,03-11-2025,BLUE LIGHT,WALLTAX,EDAPPAL,1,250.0,1,
1172,03-11-2025,CASH BLOOM,WALLTAX,VENGARA,3,850.0,1,
1173,03-11-2025,EAGLE BRAAM,WALLTAX,KANNUR,4,2200.0,1,
1174,03-11-2025,CO NATURE,WALLTAX,MUKKAM,1,300.0,1,
1175,03-11-2025,SAMSON THANKAR,WALLTAX,CALICUT,1,300.0,1,
1176,03-11-2025,GANI TRADING,WALLTAX,KOLLAM,3,810.0,1,
1177,03-11-2025,PARNAVT TEXTILES,WALLTAX,TRIVANDRUM,2,600.0,1,
1178,03-11-2025,GULF BAZAR,WALLTAX,MALAPURAM,1,400.0,1,
1179,03-11-2025,VILANGADAN,WALLTAX,THRISSUR,1,300.0,1,
1180,03-11-2025,ZOLO GRID,WALLTAX,MALAPURAM,10,400.0,1,
1181,03-11-2025,AAYUSH FOOD,WALLTAX,COIMBATORE,1,150.0,1,
1182,03-11-2025,CHIKKU,WALLTAX,PATTAMBI,15,1500.0,1,
1183,03-11-2025,T.J DISTRIBUTORS,WALLTAX,VARAPUZHA,2,1060.0,1,
1185,03-11-2025,EAGLE BROOM,WALLTAX,KANNUR,2,1100.0,1,
1186,03-11-2025,JUPITER,WALLTAX,TIRUPUR,2,160.0,1,
1187,03-11-2025,THE KUHAPRIYA,WALLTAX,TIRUPUR,20,1600.0,1,
1188,03-11-2025,P.S TRADERS,WALLTAX,MANGALORE,2,600.0,1,
1190,03-11-2025,MUTHU QUALITY,WALLTAX,TIRUPUR,17,1360.0,1,
1191,03-11-2025,SRI ANGAMMAN,WALLTAX,TIRUPUR,10,800.0,1,
1192,03-11-2025,SRI VIJAY,WALLTAX,TIRUPUR,10,800.0,1,
1193,03-11-2025,VARIETY GIFT,WALLTAX,TIRUR,4,1800.0,1,
1194,03-11-2025,RAJA ELECTRICAL,WALLTAX,TIRUPUR,1,100.0,1,
1195,03-11-2025,SHAMBHU,WALLTAX,NEDUNGAD,19,4200.0,1,
1196,03-11-2025,KATTUNGAL METAL,WALLTAX,ALLEPEY,2,1600.0,1,
1197,04-11-2025,PARVATHI PCO,WALLTAX,TRIVANDRUM,3,1200.0,1,
1198,04-11-2025,MALABBAR AGENCIES,WALLTAX,PONKUNNAM,8,3300.0,1,
1199,04-11-2025,PKA TUBES,WALLTAX,PALAKAD,5,2250.0,1,
1200,04-11-2025,LIJO,WALLTAX,THRISSUR,1,250.0,2,
1201,04-11-2025,ACK FOOD,WALLTAX,RAMANATTUKARA,3,900.0,1,
1202,04-11-2025,BROTHERS THREAD,WALLTAX,KANNUR,1,300.0,1,
1203,04-11-2025,ANALOCS AUDIO,WALLTAX,ANGAMALLY,2,650.0,1,
1204,04-11-2025,KATTUNGAL METAL,WALLTAX,ALEPPEY,1,450.0,1,
1206,04-11-2025,MANGALORE,WALLTAX,MANGALORE,1,250.0,1,
1207,04-11-2025,FLOREAT BULDING,WALLTAX,TALIPARAMBA,2,500.0,1,
1208,04-11-2025,YAS TRADERS,WALLTAX,TRIVANDRUM,4,1080.0,1,
1209,04-11-2025,SK BROOMS,WALLTAX,KOLLAM,4,2200.0,1,
1210,04-11-2025,BRILLIANT POINT,WALLTAX,CALICUT,1,230.0,1,
1211,04-11-2025,JAYAB KHAN,WALLTAX,PATTAMBI,1,300.0,1,
1213,04-11-2025,FATHIMA,WALLTAX,MANNARKAD,1,250.0,1,
1214,04-11-2025,RAINBOW INTERIORE,WALLTAX,TIRUR,2,550.0,1,
1215,04-11-2025,NEW ROYAL,WALLTAX,KONDOTY,3,900.0,1,
1216,04-11-2025,RAVI KUMAR,WALLTAX,KOYILANDY,10,3000.0,1,
1217,04-11-2025,TOKIO POWER,WALLTAX,THALASERRY,11,3200.0,1,
1218,05-11-2025,HI TECH SECURITY,WALLTAX,TIRUR,1,300.0,1,
1219,05-11-2025,P.S TOYS,WALLTAX,TALIPARAMBA,10,4000.0,1,
1220,05-11-2025,ZAKEER HUZAIN,WALLTAX,ALAPUZHA,3,420.0,2,
1221,05-11-2025,MAKKAM TRADERS,WALLTAX,TRIVANDRUM,15,2600.0,1,
1222,05-11-2025,AL HABI TRADERS,WALLTAX,TRIVANDRUM,1,450.0,1,
1223,05-11-2025,DRILL & DRIVE,WALLTAX,EDAPPAL,24,6000.0,1,
1224,05-11-2025,ABHI LIGHT,WALLTAX,ALUVA,2,500.0,1,
1225,05-11-2025,GAYATHRI STICKER,WALLTAX,TIRUPUR,2,300.0,1,
1226,05-11-2025,ABI VISION,WALLTAX,KANNUR,2,500.0,1,
1227,05-11-2025,GF POWER,WALLTAX,WAYANAD,1,300.0,1,
1228,05-11-2025,GRAND TECH,WALLTAX,EDAPPAL,5,1000.0,1,
1229,05-11-2025,SHEETAL FLOWER,WALLTAX,MANGALORE,1,500.0,1,
1230,05-11-2025,KATTUNGAL METAL,WALLTAX,ALAPUZHA,2,900.0,1,
1231,05-11-2025,ANGER BEVERE,WALLTAX,THRISSUR,2,600.0,1,
1232,05-11-2025,USHA,WALLTAX,TRIVANDRUM,24,2260.0,1,
1233,05-11-2025,AKRUTHI INTERIOR,WALLTAX,ANGAMALLY,3,840.0,1,
1234,05-11-2025,VINDAUGA WIN,WALLTAX,CALICUT,1,250.0,1,
1235,05-11-2025,SHINY TERESA,WALLTAX,IDUKI,1,450.0,1,
1236,05-11-2025,PAAPAI EXPO,WALLTAX,TIRUPUR,1,200.0,1,
1237,05-11-2025,OPTIO SIGN,WALLTAX,ERNAKULAM,2,600.0,1,
1238,05-11-2025,SIVA ELECTRICAL,WALLTAX,TIRUPUR,1,120.0,1,
1239,05-11-2025,ABC CHEMICAL,WALLTAX,THALASERRY,14,2600.0,2,
1240,05-11-2025,LIGHTING,WALLTAX,RAMANATTUKARA,1,350.0,1,
1241,05-11-2025,VARIETY GIFT,WALLTAX,TIRUR,4,1800.0,1,
1242,05-11-2025,AQUA TERA,WALLTAX,TIRUPUR,1,200.0,1,
1243,05-11-2025,NR WALL 2 WALL,WALLTAX,THRISSUR,1,300.0,1,
1244,05-11-2025,GANI TRADING,WALLTAX,KOLLAM,6,1620.0,1,
1245,05-11-2025,GRAND SPARE,WALLTAX,PATTAMBI,2,600.0,1,
269845,20-11-2025,BALAMURUGAN,TIRUPUR,CHENNAI,7,2240.0,1,
269859,20-11-2025,BAID THREAD,TIRUPUR,CHENNAI,1,200.0,1,
269862,20-11-2025,BABU AGENCIES,TIRUPUR,CHENNAI,2,400.0,1,
270693,20-11-2025,EMCO CLOTHE,TIRUPUR,CHENNAI,11,2750.0,1,
270743,20-11-2025,MANGAL AGENCIES,TIRUPUR,CHENNAI,1,150.0,1,
271133,20-11-2025,EMCO CLOTHE,TIRUPUR,CHENNAI,13,3250.0,1,
9585,20-11-2025,BIGFI PRINT SOLUTION,TIRUPUR,CHENNAI,1,110.0,1,
9586,20-11-2025,MAHAVIR POLY,TIRUPUR,CHENNAI,4,600.0,1,
270390,20-11-2025,SRI STI GARMENTS,TIRUPUR,CHENNAI,1,200.0,2,
270816,20-11-2025,NATIONAL TEXTILES,TIRUPUR,CHENNAI,8,1120.0,1,
9581,20-11-2025,VIMAL,TIRUPUR,CHENNAI,3,2300.0,1,
9587,20-11-2025,SRI STI GARMENTS,TIRUPUR,CHENNAI,1,100.0,2,
271002,20-11-2025,RATHI AND RATHI,TIRUPUR,CHENNAI,1,150.0,3,
269565,20-11-2025,VICHANDRA,COIMBATORE,CHENNAI,1,250.0,1,
1125,20-11-2025,RAJADHANI,COIMBATORE,CHENNAI,6,1200.0,2,
268505,20-11-2025,MOTHER PRINTERS,COIMBATORE,CHENNAI,1,5000.0,1,
269965,20-11-2025,SARAVANA SELVARATHNAM,COIMBATORE,CHENNAI,3,900.0,2,
269962,20-11-2025,SARAVANA SELVARATHNAM,COIMBATORE,CHENNAI,2,600.0,2,
270386,20-11-2025,ADITYAA AGRO,COIMBATORE,CHENNAI,1,100.0,1,
387,20-11-2025,GOVIND RAJ,COIMBATORE,CHENNAI,1,1500.0,2,
823,20-11-2025,ESANDHAI,COIMBATORE,CHENNAI,2,2600.0,2,
4980,20-11-2025,JJ LALC,COIMBATORE,CHENNAI,1,0.0,1,
7057,20-11-2025,ZINGHA,COIMBATORE,CHENNAI,1,250.0,1,
1561,20-11-2025,GULF POINT,WALLTAX,TIRUR,1,300.0,1,
1562,20-11-2025,SNEHITHA,WALLTAX,TRIVANDRUM,4,1600.0,1,
1563,20-11-2025,DENWUD EXIM,WALLTAX,PERUMBAVOOR,2,500.0,1,
1564,20-11-2025,KRISHNA TRADERS,WALLTAX,COIMBATORE,9,1620.0,1,
1565,20-11-2025,NANDANAM TRADER,WALLTAX,THODUPUZHA,2,500.0,1,
1566,20-11-2025,JEEVAN TRADERS,WALLTAX,CHERTHALA,3,1050.0,1,
1567,20-11-2025,BHASHEED FASHION,WALLTAX,TIRUR,1,200.0,1,
1568,20-11-2025,VARIETY THREAD,WALLTAX,TRIVANDRUM,1,250.0,1,
1569,20-11-2025,GURU METAL,WALLTAX,VADAKANCHERRY,2,800.0,1,
1570,20-11-2025,DRILL AND DRIVE,WALLTAX,EDAPPAL,8,1600.0,1,
1571,20-11-2025,K.M ENTERPRISES,WALLTAX,KANNUR,1,200.0,1,
1572,20-11-2025,ASN STORES,WALLTAX,MARTHANDAM,7,2100.0,2,
1573,20-11-2025,KATTUNGAL METAL,WALLTAX,ALAPUZHA,2,900.0,1,
1574,20-11-2025,TRADE HOUSE,WALLTAX,PAYYANUR,3,750.0,1,
1575,20-11-2025,EAGLE BROOM,WALLTAX,KANNUR,2,1100.0,1,
1576,20-11-2025,KUNNAL,WALLTAX,TIRUPUR,2,350.0,2,
1578,20-11-2025,EAGLE BROOM,WALLTAX,KANNUR,2,1100.0,1,
1579,20-11-2025,SK BROOM,WALLTAX,KOLLAM,2,1100.0,1,
1580,20-11-2025,SHREE CLASS,WALLTAX,TIRUPUR,2,400.0,1,
1581,20-11-2025,SIVA ELECTICALS,WALLTAX,TIRUPUR,1,150.0,1,
1582,20-11-2025,SIVA ELECTICALS,WALLTAX,TIRUPUR,1,400.0,1,
1583,20-11-2025,LIJO,WALLTAX,THRISSUR,1,250.0,2,
1584,20-11-2025,THE COTTON,WALLTAX,TIRUR,2,700.0,1,
1585,20-11-2025,KATTUNGAL METAL,WALLTAX,ALAPUZHA,1,300.0,1,
1586,20-11-2025,AM STORE,WALLTAX,KOTTAYAM,3,900.0,1,
